english	localized	language
ignore	무시	ko
in	입력	ko
increment	increment	ko
index	찾기번호	ko
inet	inet	ko
info	정보	ko
init	초기화	ko
initial	initial	ko
initialization	initialization	ko
initialize	initialize	ko
ino	ino	ko
inode	아이노드	ko
input	입력	ko
install	설치	ko
int	정수	ko
integer	정수	ko
interconnect	interconnect	ko
interface	접속면	ko
internet	인터넷	ko
internetprotocol	internetprotocol	ko
interrupt	개입중단	ko
interrupts	interrupts	ko
invalid	잘못됨	ko
io	입출력	ko
iomap	iomap	ko
ip	인터넷규약	ko
ipci	ipci	ko
ipmessage	ipmessage	ko
ipv	인터넷규약	ko
ip콘솔	ip콘솔	ko
iret	iret	ko
is	is	ko
ist	ist	ko
j	j	ko
jmp	jmp	ko
jump	jump	ko
k	k	ko
kb	kb	ko
kcs	kcs	ko
kds	kds	ko
kernel	핵심	ko
key	키	ko
keyboard	자판	ko
kgs	kgs	ko
kind	종류	ko
k핵심	k핵심	ko
l	l	ko
label	레이블	ko
last	종가	ko
lba	lba	ko
ldt	ldt	ko
left	왼쪽	ko
len	길이	ko
length	길이	ko
lengths	lengths	ko
level	level	ko
lib	lib	ko
lidt	lidt	ko
lidtaddr	lidtaddr	ko
limit	제한	ko
line	줄	ko
link	연결	ko
linked	linked	ko
linker	linker	ko
list	목록	ko
listen	listen	ko
listening	listening	ko
live	live	ko
load	적재	ko
loader	적재기	ko
local	로컬	ko
log	기록	ko
logical	logical	ko
loop	loop	ko
low	낮음	ko
lseek	lseek	ko
lstat	lstat	ko
m	분	ko
mac	MAC	ko
machine	machine	ko
magicnumber	magicnumber	ko
main	주요	ko
make	make	ko
malloc	malloc	ko
manager	관리자	ko
map	대응표	ko
mask	가림값	ko
master	주	ko
matches	matches	ko
max	최대	ko
maximum	최대	ko
mb	mb	ko
mbr	mbr	ko
media	매체	ko
mem	mem	ko
memory	기억공간	ko
memorymananger	memorymananger	ko
memorytest	memorytest	ko
memsz	memsz	ko
mesg	mesg	ko
message	메시지	ko
mics	mics	ko
mid	mid	ko
minimum	최소	ko
mode	방식	ko
model	모델	ko
mouse	쥐	ko
mousemove	mousemove	ko
move	이동	ko
msdospart	msdospart	ko
msg	msg	ko
mtime	mtime	ko
multi	다중	ko
multiboot	multiboot	ko
multitasking	multitasking	ko
my	my	ko
myfunction	myfunction	ko
m긴급로그	m긴급로그	ko
m긴급로그문자열	m긴급로그문자열	ko
m직렬로그초기화	m직렬로그초기화	ko
m출력	m출력	ko
m테스트	m테스트	ko
n	북	ko
name	이름	ko
namesz	namesz	ko
net	net	ko
network	통신망	ko
new	새로만들기	ko
next	다음	ko
nibble	nibble	ko
nlink	nlink	ko
nmi	nmi	ko
node	노드	ko
nodename	nodename	ko
noexec	noexec	ko
none	없음	ko
normal	보통	ko
norw	norw	ko
not	not	ko
note	알림	ko
nsec	nsec	ko
num	num	ko
number	번호	ko
o	o	ko
of	of	ko
offset	변위	ko
ok	확인	ko
old	old	ko
on	때	ko
only	전용	ko
opcode	opcode	ko
open	열기	ko
oper	oper	ko
operation	연산	ko
operations	연산들	ko
options	옵션	ko
order	순서	ko
org	org	ko
other	기타	ko
out	출력	ko
output	출력	ko
overflow	overflow	ko
p	기압	ko
packet	자료묶음	ko
packets	패킷	ko
paddr	paddr	ko
page	쪽	ko
pages	pages	ko
paging	쪽관리	ko
param	param	ko
parameter	parameter	ko
params	인자	ko
parent	부모	ko
parse	parse	ko
part	part	ko
partition	분할	ko
partitions	분할들	ko
path	경로	ko
pause	일시정지	ko
payload	탑재자료	ko
pci	주변장치상호연결	ko
pde	pde	ko
pdelen	pdelen	ko
peer	peer	ko
pending	대기	ko
per	per	ko
peripheral	peripheral	ko
phentsize	phentsize	ko
phnum	phnum	ko
phoff	phoff	ko
phy	phy	ko
phyaddr	phyaddr	ko
phymem	phymem	ko
phys	phys	ko
physical	물리	ko
pic	PIC	ko
pid	과정식별자	ko
pit	pit	ko
pixel	pixel	ko
point	point	ko
pointer	가리키개	ko
pointers	pointers	ko
poll	poll	ko
port	접속	ko
portnumber	portnumber	ko
pos	위치	ko
position	위치	ko
posix	posix	ko
prefetch	선행인출	ko
prefetchable	prefetchable	ko
present	현재	ko
prev	이전	ko
previous	이전	ko
primary	주	ko
print	출력	ko
printf	printf	ko
println	println	ko
printreg	printreg	ko
priv	priv	ko
private	비공개	ko
privilege	privilege	ko
proc	proc	ko
process	과정	ko
processes	프로세스	ko
processing	처리	ko
program	프로그램	ko
programmable	프로그램가능	ko
protocol	규약	ko
provided	provided	ko
provider	제공자	ko
ps	ps	ko
pt	pt	ko
pte	pte	ko
ptr	가리키개	ko
push	push	ko
put	put	ko
pv	pv	ko
queue	대기열	ko
r	강수량	ko
range	범위	ko
raw	원시	ko
rdev	rdev	ko
read	읽기	ko
ready	준비	ko
receive	수신	ko
received	받음	ko
receiver	receiver	ko
receviced	receviced	ko
record	녹음	ko
rectangle	사각형	ko
recv	recv	ko
ref	ref	ko
reference	참조	ko
refs	refs	ko
reg	reg	ko
region	region	ko
register	레지스터	ko
registeroffset	registeroffset	ko
registers	registers	ko
regs	regs	ko
regtype	regtype	ko
rel	rel	ko
rela	rela	ko
release	release	ko
released	released	ko
reload	다시읽기	ko
relocation	relocation	ko
remaining	remaining	ko
remote	원격	ko
remove	제거	ko
reply	응답	ko
request	요청	ko
requested	requested	ko
reserved	예약됨	ko
reset	재설정	ko
resolve	해결	ko
restore	복구	ko
result	결과	ko
ret	ret	ko
return	반환	ko
revision	revision	ko
rgb	rgb	ko
right	오른쪽	ko
root	루트	ko
round	반올림	ko
route	경로	ko
rs	rs	ko
rt	rt	ko
run	실행	ko
runnable	runnable	ko
rx	rx	ko
s	초	ko
saved	저장됨	ko
sc	sc	ko
scan	검사	ko
scancode	scancode	ko
sche	sche	ko
schedule	schedule	ko
scheduler	배정기	ko
screen	화면	ko
secondary	보조	ko
sect	sect	ko
section	구역	ko
sector	sector	ko
sectors	sectors	ko
seek	seek	ko
seg	seg	ko
segment	구간	ko
segments	조각	ko
select	선택	ko
selector	selector	ko
self	자신	ko
send	전송	ko
sequencer	sequencer	ko
serial	직렬	ko
set	설정	ko
setup	setup	ko
sh	sh	ko
shared	공유	ko
shentsize	shentsize	ko
shift	shift	ko
shndx	shndx	ko
shnum	shnum	ko
shoff	shoff	ko
shstrndx	shstrndx	ko
signature	signature	ko
simd	simd	ko
size	크기	ko
sl	sl	ko
slave	보조	ko
sock	sock	ko
socket	통신종단점	ko
socketcall	socketcall	ko
sockets	sockets	ko
soft	soft	ko
software	소프트웨어	ko
source	출발지	ko
space	공간	ko
spawn	spawn	ko
src	src	ko
srcptr	srcptr	ko
ss	ss	ko
st	st	ko
stack	쌓임공간	ko
stackbottom	stackbottom	ko
stacktop	stacktop	ko
start	시작	ko
started	시작됨	ko
starting	starting	ko
stat	stat	ko
state	상태	ko
status	상태	ko
stderr	stderr	ko
stdin	stdin	ko
stdout	stdout	ko
stop	정지	ko
stopped	중지	ko
str	str	ko
string	문자열	ko
strtab	strtab	ko
subclass	subclass	ko
subnet	subnet	ko
success	성공	ko
support	지원	ko
swap	스왑	ko
switch	switch	ko
sym	sym	ko
sync	sync	ko
sys	sys	ko
syscall	syscall	ko
sysname	sysname	ko
system	체계	ko
systemcall	systemcall	ko
t	기온	ko
table	표	ko
tag	태그	ko
tail	tail	ko
tamd	tamd	ko
target	대상	ko
tarp	tarp	ko
task	작업	ko
tasking	작업관리	ko
tasks	작업	ko
tcow	tcow	ko
tcpu	tcpu	ko
technology	기술	ko
temp	temp	ko
temporary	임시	ko
tenth	tenth	ko
terminal	단말	ko
terminated	terminated	ko
test	시험	ko
text	텍스트	ko
thr	thr	ko
thread	실행흐름	ko
threads	threads	ko
tick	tick	ko
ticmp	ticmp	ko
time	시간	ko
timer	시계	ko
tip	tip	ko
tls	tls	ko
tmp	tmp	ko
tmsdos	tmsdos	ko
to	to	ko
top	위	ko
tos	tos	ko
total	전체	ko
track	track	ko
trap	trap	ko
truncate	자르기	ko
tss	작업상태구역	ko
type	종류	ko
t공용서술자테이블	t공용서술자테이블	ko
t작업관리자	t작업관리자	ko
t조각설명자	t조각설명자	ko
t콘솔	t콘솔	ko
t함수	t함수	ko
udesc	udesc	ko
udp	사용자데이터그램규약	ko
udp콘솔	udp콘솔	ko
uid	uid	ko
uint	uint	ko
uintptr	uintptr	ko
uname	uname	ko
unhandle	unhandle	ko
unhandled	unhandled	ko
unit	장치	ko
unset	해제	ko
unsigned	부호없음	ko
unused	사용하지않음	ko
up	놓음	ko
update	업데이트	ko
usable	usable	ko
use	사용	ko
used	사용중	ko
user	사용자	ko
userhandler	userhandler	ko
usermode	사용자모드	ko
userproc	userproc	ko
util	도구	ko
util콘솔	util콘솔	ko
uts	uts	ko
utsname	utsname	ko
v	v	ko
vaddr	vaddr	ko
val	val	ko
value	값	ko
values	값	ko
vector	vector	ko
vendor	제조사	ko
ver	ver	ko
version	버전	ko
very	매우	ko
vfs	vfs	ko
vga	vga	ko
video	영상	ko
virt	virt	ko
virtlen	virtlen	ko
virtmem	virtmem	ko
virtual	가상	ko
volume	음량	ko
w	서	ko
wait	기다리기	ko
waitpid	waitpid	ko
wdata	wdata	ko
when	시	ko
whence	whence	ko
widget	위젯	ko
width	너비	ko
word	워드	ko
writable	writable	ko
write	쓰기	ko
writer	writer	ko
x	x	ko
xy	xy	ko
y	y	ko
zero	zero	ko
값	값	ko
공용서술자테이블	공용서술자테이블	ko
기준	기준	ko
기준주소	기준주소	ko
낮은	낮은	ko
넷카드콘솔	넷카드콘솔	ko
높은	높은	ko
단말기	단말기	ko
마우스콘솔	마우스콘솔	ko
매개값	매개값	ko
매우높은	매우높은	ko
멈추기	멈추기	ko
목적	목적	ko
유형	유형	ko
이더넷콘솔	이더넷콘솔	ko
인터럽트무시하기	인터럽트무시하기	ko
인터럽트예외처리기	인터럽트예외처리기	ko
인터럽트요청처리	인터럽트요청처리	ko
인터럽트처리기	인터럽트처리기	ko
임시	임시	ko
자료	자료	ko
자신	자신	ko
작업관리자	작업관리자	ko
작업콘솔	작업콘솔	ko
조각설명자	조각설명자	ko
출력	출력	ko
콘솔	콘솔	ko
크기	크기	ko
키보드콘솔	키보드콘솔	ko
표시들	표시들	ko
한도	한도	ko
