english	localized	language
connected	connected	ja
console	コンソール	ja
constant	定数	ja
contains	contains	ja
contents	目次	ja
control	制御	ja
controller	制御器	ja
coordinate	coordinate	ja
copies	copies	ja
copy	複製	ja
count	カウント	ja
cow	cow	ja
cpu	cpu	ja
cpustate	cpustate	ja
cpy	cpy	ja
cr	cr	ja
creat	creat	ja
create	作成	ja
crtc	crtc	ja
cs	cs	ja
ctime	ctime	ja
cur	cur	ja
current	現在の日時	ja
cursor	カーソル	ja
cylinder	cylinder	ja
d	露点	ja
data	データ	ja
databuffer	databuffer	ja
datagram	datagram	ja
dataport	dataport	ja
date	日付	ja
deactivate	無効にする	ja
deactive	deactive	ja
debug	debug	ja
decrement	decrement	ja
default	デフォルト	ja
delete	削除	ja
delta	デルタ	ja
depth	depth	ja
desc	desc	ja
descr	descr	ja
description	説明	ja
descriptor	descriptor	ja
descriptors	descriptors	ja
descsz	descsz	ja
destination	転送先	ja
destroy	破棄	ja
dev	dev	ja
device	デバイス	ja
diff	diff	ja
digits	digits	ja
dir	dir	ja
directory	ディレクトリ	ja
dirent	dirent	ja
disable	不可	ja
discard	破棄	ja
disconnect	切断する	ja
dispatch	dispatch	ja
divide	除算	ja
divisor	divisor	ja
do	do	ja
domain	ドメイン	ja
double	二重線	ja
down	下	ja
draw	draw	ja
drive	drive	ja
driver	ドライバー	ja
drivercount	drivercount	ja
drivers	drivers	ja
drv	drv	ja
ds	ds	ja
dst	dst	ja
dstptr	dstptr	ja
dup	dup	ja
dword	dword	ja
dyn	dyn	ja
dynamic	動的に	ja
e	東	ja
eacces	eacces	ja
eaddrinuse	eaddrinuse	ja
eafnosupport	eafnosupport	ja
eagain	eagain	ja
eax	eax	ja
ebadf	ebadf	ja
ebp	ebp	ja
ebusy	ebusy	ja
ebx	ebx	ja
echild	echild	ja
echo	echo	ja
ecx	ecx	ja
edi	edi	ja
edx	edx	ja
eexist	eexist	ja
ef	ef	ja
efault	efault	ja
efbig	efbig	ja
eflags	eflags	ja
ehsize	ehsize	ja
eintr	eintr	ja
einval	einval	ja
eio	eio	ja
eip	eip	ja
eisdir	eisdir	ja
elf	elf	ja
emfile	emfile	ja
empty	空	ja
emsgsize	emsgsize	ja
enable	enable	ja
enabled	有効	ja
end	文末	ja
enetunreach	enetunreach	ja
enfile	enfile	ja
enodev	enodev	ja
enoent	enoent	ja
enoexec	enoexec	ja
enomem	enomem	ja
enospc	enospc	ja
enosys	enosys	ja
enotconn	enotconn	ja
enotdir	enotdir	ja
enotty	enotty	ja
ensure	ensure	ja
entries	entries	ja
entry	entry	ja
entrypoint	entrypoint	ja
entsize	entsize	ja
environment	environment	ja
eopnotsupp	eopnotsupp	ja
eperm	eperm	ja
ephemeral	ephemeral	ja
eprotonosupport	eprotonosupport	ja
equal	すべて同じ	ja
erange	erange	ja
erofs	erofs	ja
err	エラー	ja
error	エラー	ja
errorln	errorln	ja
es	es	ja
esi	esi	ja
esp	esp	ja
espipe	espipe	ja
esrch	esrch	ja
ether	ether	ja
etherframe	etherframe	ja
ethernet	イーサネット	ja
event	事象	ja
events	事象一覧	ja
exceeded	exceeded	ja
except	except	ja
exception	exception	ja
exec	実行	ja
execve	execve	ja
exists	exists	ja
exit	終了	ja
exited	終了	ja
ext	ext	ja
extended	extended	ja
f	霧	ja
family	family	ja
fat	fat	ja
fatal	fatal	ja
fatbuf	fatbuf	ja
fatbuffer	fatbuffer	ja
fault	障害	ja
fb	fb	ja
fcntl	fcntl	ja
fd	fd	ja
fds	fds	ja
field	field	ja
file	ファイル	ja
filename	ファイル名	ja
files	ファイル	ja
filesz	filesz	ja
fill	fill	ja
find	検索	ja
first	first	ja
fl	fl	ja
flag	国旗	ja
flags	フラグ	ja
floating	フローティング	ja
flush	flush	ja
fn	fn	ja
focus	フォーカス	ja
focussable	focussable	ja
foo	foo	ja
for	for	ja
forced	forced	ja
fork	fork	ja
found	found	ja
fp	fp	ja
fpu	fpu	ja
frame	フレーム	ja
free	空き	ja
frequency	頻度	ja
from	から	ja
front	フロント	ja
fs	fs	ja
fstat	fstat	ja
fsync	fsync	ja
fuction	fuction	ja
full	全体的	ja
func	func	ja
function	関数	ja
functions	関数	ja
fxrstor	fxrstor	ja
fxsave	fxsave	ja
g	g	ja
gate	ゲート	ja
gateway	gateway	ja
gb	gb	ja
gdt	gdt	ja
get	get	ja
getcwd	getcwd	ja
getegid	getegid	ja
geteuid	geteuid	ja
getgid	getgid	ja
getpid	getpid	ja
getppid	getppid	ja
getuid	getuid	ja
gid	gid	ja
global	全般	ja
got	got	ja
gpf	gpf	ja
gran	gran	ja
graphics	グラフィック	ja
grub	grub	ja
gs	gs	ja
h	時間	ja
halt	halt	ja
handle	取っ手	ja
handler	handler	ja
handlers	handlers	ja
hardware	ハードウェア	ja
has	has	ja
hd	hd	ja
head	head	ja
header	ヘッダ	ja
headertype	headertype	ja
heap	heap	ja
height	height	ja
helper	helper	ja
hex	16進	ja
hex출력	hex출력	ja
hi	hi	ja
hidden	非表示	ja
high	高い	ja
hop	hop	ja
i	i	ja
icmp	icmp	ja
icmp콘솔	icmp콘솔	ja
id	id	ja
ident	ident	ja
identify	identify	ja
idt	idt	ja
idx	idx	ja
ifchr	ifchr	ja
ifdir	ifdir	ja
ifmt	ifmt	ja
ifreg	ifreg	ja
ifsock	ifsock	ja
in	受信	ja
increment	increment	ja
index	目次	ja
inet	inet	ja
info	info	ja
init	init	ja
initial	initial	ja
initialization	initialization	ja
initialize	initialize	ja
ino	ino	ja
inode	Iノード	ja
input	入力	ja
install	インストール	ja
int	int	ja
interconnect	interconnect	ja
interface	インターフェース	ja
internet	インターネット	ja
internetprotocol	internetprotocol	ja
interrupt	割込み	ja
interrupts	interrupts	ja
invalid	不正	ja
io	io	ja
iomap	iomap	ja
ip	ip	ja
ipci	ipci	ja
ipmessage	ipmessage	ja
ipv	ipv	ja
ip콘솔	ip콘솔	ja
iret	iret	ja
is	is	ja
ist	ist	ja
j	j	ja
jmp	jmp	ja
jump	jump	ja
k	ケルビン	ja
kb	kb	ja
kcs	kcs	ja
kds	kds	ja
kernel	中核	ja
key	鍵	ja
keyboard	キーボード	ja
kgs	kgs	ja
kind	kind	ja
k핵심	k핵심	ja
l	l	ja
label	ラベル	ja
last	最後	ja
lba	lba	ja
ldt	ldt	ja
left	左	ja
len	len	ja
length	長さ	ja
lengths	lengths	ja
level	level	ja
lib	lib	ja
lidt	lidt	ja
lidtaddr	lidtaddr	ja
limit	制限	ja
line	行	ja
link	連結	ja
linked	linked	ja
linker	linker	ja
list	一覧	ja
listen	listen	ja
listening	listening	ja
live	live	ja
load	読込み	ja
loader	loader	ja
local	ローカル	ja
log	ログ	ja
logical	論理演算	ja
loop	loop	ja
low	低い	ja
lseek	lseek	ja
lstat	lstat	ja
m	分	ja
mac	mac	ja
machine	machine	ja
magicnumber	magicnumber	ja
main	主要	ja
make	make	ja
malloc	malloc	ja
manager	管理者	ja
map	対応表	ja
mask	マスク	ja
master	マスター	ja
matches	matches	ja
max	最大	ja
maximum	最大	ja
mb	ミリバール	ja
mbr	mbr	ja
media	メディア	ja
mem	mem	ja
memory	メモリ	ja
memorymananger	memorymananger	ja
memorytest	memorytest	ja
memsz	memsz	ja
mesg	mesg	ja
message	メッセージ	ja
mics	mics	ja
mid	mid	ja
minimum	最小	ja
mode	モード	ja
model	モデル	ja
mouse	マウス	ja
mousemove	mousemove	ja
move	移動	ja
msdospart	msdospart	ja
msg	msg	ja
mtime	mtime	ja
multi	複数	ja
multiboot	multiboot	ja
multitasking	multitasking	ja
my	my	ja
myfunction	myfunction	ja
m긴급로그	m긴급로그	ja
m긴급로그문자열	m긴급로그문자열	ja
m직렬로그초기화	m직렬로그초기화	ja
m출력	m출력	ja
m테스트	m테스트	ja
n	北	ja
name	名前	ja
namesz	namesz	ja
net	net	ja
network	ネットワーク	ja
new	新規	ja
next	次	ja
nibble	nibble	ja
nlink	nlink	ja
nmi	nmi	ja
node	ノード	ja
nodename	nodename	ja
noexec	noexec	ja
none	なし	ja
normal	普通	ja
norw	norw	ja
not	インストールされていません	ja
note	備考	ja
nsec	nsec	ja
num	num	ja
number	number	ja
o	o	ja
of	of	ja
offset	offset	ja
ok	ok	ja
old	old	ja
on	時	ja
only	専用	ja
opcode	opcode	ja
open	開く	ja
oper	oper	ja
operation	操作	ja
options	オプション	ja
order	order	ja
org	org	ja
other	その他	ja
out	送信	ja
output	出力	ja
overflow	overflow	ja
p	気圧	ja
packet	packet	ja
packets	パケット	ja
paddr	paddr	ja
page	ページ	ja
pages	pages	ja
paging	ページ管理	ja
param	param	ja
parameter	parameter	ja
params	パラメータ	ja
parent	parent	ja
parse	parse	ja
part	part	ja
partition	区分	ja
partitions	partitions	ja
path	パス	ja
pause	一時停止	ja
payload	payload	ja
pci	pci	ja
pde	pde	ja
pdelen	pdelen	ja
peer	peer	ja
pending	保留	ja
per	per	ja
peripheral	peripheral	ja
phentsize	phentsize	ja
phnum	phnum	ja
phoff	phoff	ja
phy	phy	ja
phyaddr	phyaddr	ja
phymem	phymem	ja
phys	phys	ja
physical	物理	ja
pic	pic	ja
pid	pid	ja
pit	pit	ja
pixel	pixel	ja
point	point	ja
pointer	ポインタ	ja
pointers	pointers	ja
poll	poll	ja
port	ポート	ja
portnumber	portnumber	ja
pos	位置	ja
position	配置	ja
posix	posix	ja
prefetch	prefetch	ja
prefetchable	prefetchable	ja
present	現在	ja
prev	prev	ja
primary	primary	ja
print	印刷	ja
printf	printf	ja
println	println	ja
printreg	printreg	ja
priv	priv	ja
private	プライベート	ja
privilege	privilege	ja
proc	proc	ja
process	プロセス	ja
processes	プロセス	ja
processing	processing	ja
program	プログラム	ja
programmable	programmable	ja
protocol	protocol	ja
provided	provided	ja
provider	provider	ja
ps	ps	ja
pt	pt	ja
pte	pte	ja
ptr	ptr	ja
push	push	ja
put	put	ja
pv	pv	ja
queue	待ち行列	ja
r	降水量	ja
range	range	ja
raw	raw	ja
rdev	rdev	ja
read	読込み	ja
ready	準備OK	ja
receive	receive	ja
received	受信	ja
receiver	receiver	ja
receviced	receviced	ja
record	録音	ja
rectangle	矩形	ja
recv	recv	ja
ref	ref	ja
refs	refs	ja
reg	reg	ja
region	region	ja
register	レジスタ	ja
registeroffset	registeroffset	ja
registers	registers	ja
regs	regs	ja
regtype	regtype	ja
rel	rel	ja
rela	rela	ja
release	release	ja
released	released	ja
reload	再読み込み	ja
relocation	relocation	ja
remaining	remaining	ja
remote	リモート	ja
remove	削除	ja
reply	reply	ja
request	request	ja
requested	requested	ja
reserved	予約	ja
reset	リセット	ja
resolve	解決	ja
restore	復元	ja
result	生成先	ja
ret	ret	ja
revision	revision	ja
rgb	rgb	ja
right	右	ja
root	ルート	ja
round	数値の丸め込み	ja
route	route	ja
rs	rs	ja
rt	rt	ja
run	実行	ja
runnable	runnable	ja
rx	rx	ja
s	秒	ja
saved	保存済み	ja
sc	sc	ja
scan	スキャン	ja
scancode	scancode	ja
sche	sche	ja
schedule	schedule	ja
scheduler	スケジューラ	ja
screen	画面	ja
secondary	secondary	ja
sect	sect	ja
section	区画	ja
sector	sector	ja
sectors	sectors	ja
seek	seek	ja
seg	seg	ja
segment	segment	ja
segments	segments	ja
select	選択	ja
selector	selector	ja
self	self	ja
send	送信	ja
sequencer	sequencer	ja
serial	直列	ja
set	あり	ja
setup	setup	ja
sh	sh	ja
shared	shared	ja
shentsize	shentsize	ja
shift	shift	ja
shndx	shndx	ja
shnum	shnum	ja
shoff	shoff	ja
shstrndx	shstrndx	ja
signature	signature	ja
simd	simd	ja
size	サイズ	ja
sl	sl	ja
slave	slave	ja
sock	sock	ja
socket	ソケット	ja
socketcall	socketcall	ja
sockets	sockets	ja
soft	soft	ja
software	ソフトウェア	ja
source	転送元	ja
space	スペース	ja
spawn	spawn	ja
src	src	ja
srcptr	srcptr	ja
ss	ss	ja
st	st	ja
stack	stack	ja
stackbottom	stackbottom	ja
stacktop	stacktop	ja
start	開始	ja
started	起動日時	ja
starting	starting	ja
stat	stat	ja
state	状態	ja
status	状態	ja
stderr	stderr	ja
stdin	stdin	ja
stdout	stdout	ja
stop	停止	ja
stopped	停止	ja
str	str	ja
string	文字列	ja
strtab	strtab	ja
subclass	subclass	ja
subnet	subnet	ja
support	サポート	ja
swap	スワップ	ja
switch	switch	ja
sym	sym	ja
sync	sync	ja
sys	sys	ja
syscall	syscall	ja
sysname	sysname	ja
system	システム	ja
systemcall	systemcall	ja
t	気温	ja
table	table	ja
tag	タグ	ja
tail	tail	ja
tamd	tamd	ja
tarp	tarp	ja
task	タスク	ja
tasking	タスク管理	ja
tasks	タスク	ja
tcow	tcow	ja
tcpu	tcpu	ja
technology	使用技術	ja
temp	temp	ja
temporary	temporary	ja
tenth	tenth	ja
terminated	terminated	ja
test	テスト	ja
text	テキスト	ja
thr	thr	ja
thread	スレッド	ja
threads	threads	ja
tick	tick	ja
ticmp	ticmp	ja
time	時間	ja
timer	タイマー	ja
tip	tip	ja
tls	tls	ja
tmp	tmp	ja
tmsdos	tmsdos	ja
to	to	ja
top	上	ja
tos	tos	ja
total	合計	ja
track	track	ja
trap	trap	ja
truncate	切り捨て	ja
tss	tss	ja
type	型	ja
t공용서술자테이블	t공용서술자테이블	ja
t작업관리자	t작업관리자	ja
t조각설명자	t조각설명자	ja
t콘솔	t콘솔	ja
t함수	t함수	ja
udesc	udesc	ja
udp	udp	ja
udp콘솔	udp콘솔	ja
uid	uid	ja
uint	uint	ja
uintptr	uintptr	ja
uname	uname	ja
unhandle	unhandle	ja
unhandled	unhandled	ja
unit	ユニット	ja
unset	解除	ja
unused	未使用	ja
up	上へ	ja
update	更新	ja
usable	usable	ja
use	ON	ja
used	使用中	ja
user	利用者	ja
userhandler	userhandler	ja
usermode	ユーザーモード	ja
userproc	userproc	ja
util	汎用	ja
util콘솔	util콘솔	ja
uts	uts	ja
utsname	utsname	ja
v	v	ja
vaddr	vaddr	ja
val	val	ja
value	値	ja
values	数値	ja
vector	vector	ja
vendor	製造元	ja
ver	ver	ja
version	バージョン	ja
vfs	vfs	ja
vga	vga	ja
video	ビデオ	ja
virt	virt	ja
virtlen	virtlen	ja
virtmem	virtmem	ja
virtual	仮想	ja
volume	音量	ja
w	西	ja
wait	待機する	ja
waitpid	waitpid	ja
wdata	wdata	ja
when	when	ja
whence	whence	ja
widget	画面要素	ja
width	幅	ja
word	語	ja
writable	writable	ja
write	書込み	ja
writer	writer	ja
x	x	ja
xy	xy	ja
y	y	ja
zero	数値の0	ja
값	값	ja
공용서술자테이블	공용서술자테이블	ja
기준	기준	ja
기준주소	기준주소	ja
낮은	낮은	ja
넷카드콘솔	넷카드콘솔	ja
높은	높은	ja
단말기	단말기	ja
마우스콘솔	마우스콘솔	ja
매개값	매개값	ja
매우높은	매우높은	ja
멈추기	멈추기	ja
목적	목적	ja
유형	유형	ja
이더넷콘솔	이더넷콘솔	ja
인터럽트무시하기	인터럽트무시하기	ja
인터럽트예외처리기	인터럽트예외처리기	ja
인터럽트요청처리	인터럽트요청처리	ja
인터럽트처리기	인터럽트처리기	ja
임시	임시	ja
자료	자료	ja
자신	자신	ja
작업관리자	작업관리자	ja
작업콘솔	작업콘솔	ja
조각설명자	조각설명자	ja
출력	출력	ja
콘솔	콘솔	ja
크기	크기	ja
키보드콘솔	키보드콘솔	ja
표시들	표시들	ja
한도	한도	ja
