english	localized	language
remote	remote	am
remove	አስወግድ	am
reply	reply	am
request	request	am
requested	requested	am
reserved	reserved	am
reset	እንደነበረመመለሻ	am
resolve	resolve	am
restore	እንደነበርመመለሻ	am
result	result	am
ret	ret	am
revision	revision	am
rgb	rgb	am
right	ቀኝ	am
root	root	am
round	ክብ	am
route	route	am
rs	rs	am
rt	rt	am
run	ማስኬጃ	am
runnable	runnable	am
rx	rx	am
s	s	am
saved	saved	am
sc	sc	am
scan	ማሰሻ	am
scancode	scancode	am
sche	sche	am
schedule	schedule	am
scheduler	scheduler	am
screen	screen	am
secondary	secondary	am
sect	sect	am
section	section	am
sector	sector	am
sectors	sectors	am
seek	seek	am
seg	seg	am
segment	segment	am
segments	segments	am
select	ይምረጡ	am
selector	selector	am
self	self	am
send	send	am
sequencer	sequencer	am
serial	serial	am
set	set	am
setup	setup	am
sh	sh	am
shared	shared	am
shentsize	shentsize	am
shift	shift	am
shndx	shndx	am
shnum	shnum	am
shoff	shoff	am
shstrndx	shstrndx	am
signature	signature	am
simd	simd	am
size	መጠን	am
sl	sl	am
slave	slave	am
sock	sock	am
socket	ሶኬት	am
socketcall	socketcall	am
sockets	sockets	am
soft	soft	am
software	ሶፍትዌር	am
source	ምንጩ	am
space	space	am
spawn	spawn	am
src	src	am
srcptr	srcptr	am
ss	ss	am
st	st	am
stack	stack	am
stackbottom	stackbottom	am
stacktop	stacktop	am
start	ማስጀመሪያ	am
started	ጀምሯል	am
starting	starting	am
stat	stat	am
state	ሁኔታ	am
status	ሁኔታ	am
stderr	stderr	am
stdin	stdin	am
stdout	stdout	am
stop	ማስቆሚያ	am
stopped	ቆሟል	am
str	str	am
string	ሐረግ	am
strtab	strtab	am
subclass	subclass	am
subnet	subnet	am
support	support	am
swap	swap	am
switch	switch	am
sym	sym	am
sync	sync	am
sys	sys	am
syscall	syscall	am
sysname	sysname	am
system	ስርአት	am
systemcall	systemcall	am
t	t	am
table	ሰንጠረዥ	am
tag	tag	am
tail	tail	am
tamd	tamd	am
tarp	tarp	am
task	task	am
tasking	tasking	am
tasks	tasks	am
tcow	tcow	am
tcpu	tcpu	am
technology	ቴክኖሎጂ	am
temp	temp	am
temporary	temporary	am
tenth	tenth	am
terminated	terminated	am
test	መሞከሪያ	am
text	ጽሁፍ	am
thr	thr	am
thread	thread	am
threads	threads	am
tick	tick	am
ticmp	ticmp	am
time	ሰዓት	am
timer	ጊዜቆጣሪ	am
tip	tip	am
tls	tls	am
tmp	tmp	am
tmsdos	tmsdos	am
to	to	am
top	ወደላይ	am
tos	tos	am
total	ጠቅላላ	am
track	track	am
trap	trap	am
truncate	truncate	am
tss	tss	am
type	አይነት	am
t공용서술자테이블	t공용서술자테이블	am
t작업관리자	t작업관리자	am
t조각설명자	t조각설명자	am
t콘솔	t콘솔	am
t함수	t함수	am
udesc	udesc	am
udp	udp	am
udp콘솔	udp콘솔	am
uid	uid	am
uint	uint	am
uintptr	uintptr	am
uname	uname	am
unhandle	unhandle	am
unhandled	unhandled	am
unit	ክፍል	am
unset	unset	am
unused	unused	am
up	ወደላይ	am
update	ማሻሻያ	am
usable	usable	am
use	use	am
used	የተጠቀሙት	am
user	ተጠቃሚ	am
userhandler	userhandler	am
usermode	usermode	am
userproc	userproc	am
util	util	am
util콘솔	util콘솔	am
uts	uts	am
utsname	utsname	am
v	v	am
vaddr	vaddr	am
val	val	am
value	ዋጋ	am
values	values	am
vector	vector	am
vendor	ሻጭ	am
ver	ver	am
version	እትም	am
vfs	vfs	am
vga	vga	am
video	ቪዲዮ	am
virt	virt	am
virtlen	virtlen	am
virtmem	virtmem	am
virtual	virtual	am
volume	መጠን	am
w	w	am
wait	ይጠብቁ	am
waitpid	waitpid	am
wdata	wdata	am
when	when	am
whence	whence	am
widget	widget	am
width	ስፋት	am
word	ቃላት	am
writable	writable	am
write	መጻፊያ	am
writer	writer	am
x	x	am
xy	xy	am
y	y	am
zero	zero	am
값	값	am
공용서술자테이블	공용서술자테이블	am
기준	기준	am
기준주소	기준주소	am
낮은	낮은	am
넷카드콘솔	넷카드콘솔	am
높은	높은	am
단말기	단말기	am
마우스콘솔	마우스콘솔	am
매개값	매개값	am
매우높은	매우높은	am
멈추기	멈추기	am
목적	목적	am
유형	유형	am
이더넷콘솔	이더넷콘솔	am
인터럽트무시하기	인터럽트무시하기	am
인터럽트예외처리기	인터럽트예외처리기	am
인터럽트요청처리	인터럽트요청처리	am
인터럽트처리기	인터럽트처리기	am
임시	임시	am
자료	자료	am
자신	자신	am
작업관리자	작업관리자	am
작업콘솔	작업콘솔	am
조각설명자	조각설명자	am
출력	출력	am
콘솔	콘솔	am
크기	크기	am
키보드콘솔	키보드콘솔	am
표시들	표시들	am
한도	한도	am
